Ovr,Name,Pac,Sho,Pas,Dri,Def,Phy,Pic,Club,Nation
83,viera,80,76,83,86,53,68,https://futhead.cursecdn.com/static/img/18/players/198164.png,https://futhead.cursecdn.com/static/img/18/clubs/472.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
83,goretzka,85,75,81,80,78,76,https://futhead.cursecdn.com/static/img/18/players/209658.png,https://futhead.cursecdn.com/static/img/18/clubs/34.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
83,milinković-savić,71,75,78,81,75,84,https://futhead.cursecdn.com/static/img/18/players/223848.png,https://futhead.cursecdn.com/static/img/18/clubs/46.png,https://futhead.cursecdn.com/static/img/18/nations/51.png
83,mário,73,70,80,83,70,71,https://futhead.cursecdn.com/static/img/18/players/212814.png,https://futhead.cursecdn.com/static/img/18/clubs/19.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
83,silva,65,76,82,81,78,72,https://futhead.cursecdn.com/static/img/18/players/184826.png,https://futhead.cursecdn.com/static/img/18/clubs/237.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
83,bonaventura,78,77,82,83,67,73,https://futhead.cursecdn.com/static/img/18/players/189125.png,https://futhead.cursecdn.com/static/img/18/clubs/47.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
83,keïta,73,71,77,89,62,70,https://futhead.cursecdn.com/static/img/18/players/220971.png,https://futhead.cursecdn.com/static/img/18/clubs/112172.png,https://futhead.cursecdn.com/static/img/18/nations/118.png
83,touré,63,82,80,77,70,83,https://futhead.cursecdn.com/static/img/18/players/20289.png,https://futhead.cursecdn.com/static/img/18/clubs/10.png,https://futhead.cursecdn.com/static/img/18/nations/108.png
83,lallana,73,75,80,84,65,74,https://futhead.cursecdn.com/static/img/18/players/180819.png,https://futhead.cursecdn.com/static/img/18/clubs/9.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
83,cazorla,65,76,85,85,61,63,https://futhead.cursecdn.com/static/img/18/players/146562.png,https://futhead.cursecdn.com/static/img/18/clubs/1.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
83,mário,73,70,80,83,70,71,https://futhead.cursecdn.com/static/img/18/players/212814.png,https://futhead.cursecdn.com/static/img/18/clubs/44.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
83,pastore,71,75,83,85,58,64,https://futhead.cursecdn.com/static/img/18/players/191180.png,https://futhead.cursecdn.com/static/img/18/clubs/73.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
82,seri,80,71,82,81,72,74,https://futhead.cursecdn.com/static/img/18/players/216451.png,https://futhead.cursecdn.com/static/img/18/clubs/144.png,https://futhead.cursecdn.com/static/img/18/nations/108.png
82,castro,71,72,83,81,72,68,https://futhead.cursecdn.com/static/img/18/players/167431.png,https://futhead.cursecdn.com/static/img/18/clubs/36.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
82,rabiot,70,72,78,79,74,78,https://futhead.cursecdn.com/static/img/18/players/210008.png,https://futhead.cursecdn.com/static/img/18/clubs/73.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
82,turan,71,73,81,84,61,72,https://futhead.cursecdn.com/static/img/18/players/143745.png,https://futhead.cursecdn.com/static/img/18/clubs/101014.png,https://futhead.cursecdn.com/static/img/18/nations/48.png
82,klaassen,50,81,88,81,73,70,https://futhead.cursecdn.com/static/img/18/players/203483.png,https://futhead.cursecdn.com/static/img/18/clubs/7.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
82,pizzi,73,75,86,89,72,65,https://futhead.cursecdn.com/static/img/18/players/197965.png,https://futhead.cursecdn.com/static/img/18/clubs/234.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
82,moutinho,76,79,86,85,68,88,https://futhead.cursecdn.com/static/img/18/players/162347.png,https://futhead.cursecdn.com/static/img/18/clubs/69.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
82,castro,72,75,85,90,62,63,https://futhead.cursecdn.com/static/img/18/players/167431.png,https://futhead.cursecdn.com/static/img/18/clubs/22.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
82,beñat,71,70,87,90,58,58,https://futhead.cursecdn.com/static/img/18/players/177600.png,https://futhead.cursecdn.com/static/img/18/clubs/448.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
82,saúl,74,79,84,84,68,88,https://futhead.cursecdn.com/static/img/18/players/208421.png,https://futhead.cursecdn.com/static/img/18/clubs/240.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
82,seri,65,84,86,82,60,66,https://futhead.cursecdn.com/static/img/18/players/216451.png,https://futhead.cursecdn.com/static/img/18/clubs/72.png,https://futhead.cursecdn.com/static/img/18/nations/108.png
82,turan,74,80,84,84,68,70,https://futhead.cursecdn.com/static/img/18/players/143745.png,https://futhead.cursecdn.com/static/img/18/clubs/241.png,https://futhead.cursecdn.com/static/img/18/nations/48.png
82,dembélé,65,59,84,89,79,68,https://futhead.cursecdn.com/static/img/18/players/162240.png,https://futhead.cursecdn.com/static/img/18/clubs/18.png,https://futhead.cursecdn.com/static/img/18/nations/7.png
82,trigueros,71,70,87,90,58,58,https://futhead.cursecdn.com/static/img/18/players/206545.png,https://futhead.cursecdn.com/static/img/18/clubs/483.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
82,tolisso,78,80,78,82,81,83,https://futhead.cursecdn.com/static/img/18/players/219683.png,https://futhead.cursecdn.com/static/img/18/clubs/21.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
82,kovačić,74,70,87,86,71,70,https://futhead.cursecdn.com/static/img/18/players/207410.png,https://futhead.cursecdn.com/static/img/18/clubs/243.png,https://futhead.cursecdn.com/static/img/18/nations/10.png
82,parejo,63,77,88,81,60,64,https://futhead.cursecdn.com/static/img/18/players/189513.png,https://futhead.cursecdn.com/static/img/18/clubs/461.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
82,gomes,78,80,78,82,81,83,https://futhead.cursecdn.com/static/img/18/players/211575.png,https://futhead.cursecdn.com/static/img/18/clubs/241.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
82,ramsey,71,83,82,89,54,62,https://futhead.cursecdn.com/static/img/18/players/186561.png,https://futhead.cursecdn.com/static/img/18/clubs/1.png,https://futhead.cursecdn.com/static/img/18/nations/50.png
82,viera,72,75,86,81,65,76,https://futhead.cursecdn.com/static/img/18/players/198164.png,https://futhead.cursecdn.com/static/img/18/clubs/472.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
82,goretzka,74,70,86,86,67,69,https://futhead.cursecdn.com/static/img/18/players/209658.png,https://futhead.cursecdn.com/static/img/18/clubs/34.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
82,wijnaldum,78,72,83,84,76,74,https://futhead.cursecdn.com/static/img/18/players/181291.png,https://futhead.cursecdn.com/static/img/18/clubs/9.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
81,jorginho,71,74,83,87,64,71,https://futhead.cursecdn.com/static/img/18/players/205498.png,https://futhead.cursecdn.com/static/img/18/clubs/5.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
81,wilshere,54,77,87,78,65,72,https://futhead.cursecdn.com/static/img/18/players/189461.png,https://futhead.cursecdn.com/static/img/18/clubs/19.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
81,wass,70,75,86,81,63,75,https://futhead.cursecdn.com/static/img/18/players/172522.png,https://futhead.cursecdn.com/static/img/18/clubs/461.png,https://futhead.cursecdn.com/static/img/18/nations/13.png
81,wass,41,72,79,75,78,77,https://futhead.cursecdn.com/static/img/18/players/172522.png,https://futhead.cursecdn.com/static/img/18/clubs/450.png,https://futhead.cursecdn.com/static/img/18/nations/13.png
81,allan,73,72,81,83,78,77,https://futhead.cursecdn.com/static/img/18/players/199914.png,https://futhead.cursecdn.com/static/img/18/clubs/48.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
81,rafinha,64,74,80,76,80,84,https://futhead.cursecdn.com/static/img/18/players/201400.png,https://futhead.cursecdn.com/static/img/18/clubs/44.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
81,paulinho,67,74,82,78,78,82,https://futhead.cursecdn.com/static/img/18/players/187961.png,https://futhead.cursecdn.com/static/img/18/clubs/241.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
81,schweinsteiger,73,71,77,89,62,70,https://futhead.cursecdn.com/static/img/18/players/121944.png,https://futhead.cursecdn.com/static/img/18/clubs/693.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
81,jorginho,85,75,81,80,78,76,https://futhead.cursecdn.com/static/img/18/players/205498.png,https://futhead.cursecdn.com/static/img/18/clubs/48.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
81,ziyech,71,75,83,85,58,64,https://futhead.cursecdn.com/static/img/18/players/208670.png,https://futhead.cursecdn.com/static/img/18/clubs/245.png,https://futhead.cursecdn.com/static/img/18/nations/129.png
81,kampl,65,76,82,81,78,72,https://futhead.cursecdn.com/static/img/18/players/195365.png,https://futhead.cursecdn.com/static/img/18/clubs/112172.png,https://futhead.cursecdn.com/static/img/18/nations/44.png
81,götze,79,78,82,83,63,70,https://futhead.cursecdn.com/static/img/18/players/192318.png,https://futhead.cursecdn.com/static/img/18/clubs/22.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
81,iturraspe,76,77,75,80,78,77,https://futhead.cursecdn.com/static/img/18/players/189574.png,https://futhead.cursecdn.com/static/img/18/clubs/448.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
81,rudy,73,72,79,81,77,75,https://futhead.cursecdn.com/static/img/18/players/189251.png,https://futhead.cursecdn.com/static/img/18/clubs/21.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
81,brozović,80,76,83,86,53,68,https://futhead.cursecdn.com/static/img/18/players/216352.png,https://futhead.cursecdn.com/static/img/18/clubs/44.png,https://futhead.cursecdn.com/static/img/18/nations/10.png
81,illarramendi,85,75,81,80,78,76,https://futhead.cursecdn.com/static/img/18/players/190584.png,https://futhead.cursecdn.com/static/img/18/clubs/457.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
81,parolo,71,75,78,81,75,84,https://futhead.cursecdn.com/static/img/18/players/183498.png,https://futhead.cursecdn.com/static/img/18/clubs/46.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
81,gabi,73,70,80,83,70,71,https://futhead.cursecdn.com/static/img/18/players/146954.png,https://futhead.cursecdn.com/static/img/18/clubs/240.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
81,wilshere,65,76,82,81,78,72,https://futhead.cursecdn.com/static/img/18/players/189461.png,https://futhead.cursecdn.com/static/img/18/clubs/1.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
81,sanson,78,77,82,83,67,73,https://futhead.cursecdn.com/static/img/18/players/210896.png,https://futhead.cursecdn.com/static/img/18/clubs/219.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
81,rafinha,73,71,77,89,62,70,https://futhead.cursecdn.com/static/img/18/players/201400.png,https://futhead.cursecdn.com/static/img/18/clubs/241.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
80,hernández,63,82,80,77,70,83,https://futhead.cursecdn.com/static/img/18/players/199827.png,https://futhead.cursecdn.com/static/img/18/clubs/110093.png,https://futhead.cursecdn.com/static/img/18/nations/55.png
80,boateng,73,75,80,84,65,74,https://futhead.cursecdn.com/static/img/18/players/173909.png,https://futhead.cursecdn.com/static/img/18/clubs/111974.png,https://futhead.cursecdn.com/static/img/18/nations/117.png
80,fred,65,76,85,85,61,63,https://futhead.cursecdn.com/static/img/18/players/209297.png,https://futhead.cursecdn.com/static/img/18/clubs/11.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
80,paredes,73,70,80,83,70,71,https://futhead.cursecdn.com/static/img/18/players/207439.png,https://futhead.cursecdn.com/static/img/18/clubs/100769.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
80,aránguiz,71,75,83,85,58,64,https://futhead.cursecdn.com/static/img/18/players/199042.png,https://futhead.cursecdn.com/static/img/18/clubs/32.png,https://futhead.cursecdn.com/static/img/18/nations/55.png
80,özyakup,80,71,82,81,72,74,https://futhead.cursecdn.com/static/img/18/players/196934.png,https://futhead.cursecdn.com/static/img/18/clubs/327.png,https://futhead.cursecdn.com/static/img/18/nations/48.png
80,dzagoev,71,72,83,81,72,68,https://futhead.cursecdn.com/static/img/18/players/187735.png,https://futhead.cursecdn.com/static/img/18/clubs/315.png,https://futhead.cursecdn.com/static/img/18/nations/40.png
80,guardado,70,72,78,79,74,78,https://futhead.cursecdn.com/static/img/18/players/171897.png,https://futhead.cursecdn.com/static/img/18/clubs/449.png,https://futhead.cursecdn.com/static/img/18/nations/83.png
80,fred,71,73,81,84,61,72,https://futhead.cursecdn.com/static/img/18/players/209297.png,https://futhead.cursecdn.com/static/img/18/clubs/101059.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
80,ahmadi,50,81,88,81,73,70,https://futhead.cursecdn.com/static/img/18/players/162329.png,https://futhead.cursecdn.com/static/img/18/clubs/246.png,https://futhead.cursecdn.com/static/img/18/nations/129.png
80,tielemans,73,75,86,89,72,65,https://futhead.cursecdn.com/static/img/18/players/216393.png,https://futhead.cursecdn.com/static/img/18/clubs/69.png,https://futhead.cursecdn.com/static/img/18/nations/7.png
80,pereyra,76,79,86,85,68,88,https://futhead.cursecdn.com/static/img/18/players/193061.png,https://futhead.cursecdn.com/static/img/18/clubs/1795.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
80,bentaleb,72,75,85,90,62,63,https://futhead.cursecdn.com/static/img/18/players/213296.png,https://futhead.cursecdn.com/static/img/18/clubs/34.png,https://futhead.cursecdn.com/static/img/18/nations/97.png
80,josé,71,70,87,90,58,58,https://futhead.cursecdn.com/static/img/18/players/185132.png,https://futhead.cursecdn.com/static/img/18/clubs/448.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
80,zieliński,74,79,84,84,68,88,https://futhead.cursecdn.com/static/img/18/players/210406.png,https://futhead.cursecdn.com/static/img/18/clubs/48.png,https://futhead.cursecdn.com/static/img/18/nations/37.png
80,wass,65,84,86,82,60,66,https://futhead.cursecdn.com/static/img/18/players/172522.png,https://futhead.cursecdn.com/static/img/18/clubs/450.png,https://futhead.cursecdn.com/static/img/18/nations/13.png
80,hernández,74,80,84,84,68,70,https://futhead.cursecdn.com/static/img/18/players/199827.png,https://futhead.cursecdn.com/static/img/18/clubs/450.png,https://futhead.cursecdn.com/static/img/18/nations/55.png
80,díaz,65,59,84,89,79,68,https://futhead.cursecdn.com/static/img/18/players/176930.png,https://futhead.cursecdn.com/static/img/18/clubs/1881.png,https://futhead.cursecdn.com/static/img/18/nations/55.png
80,milinković-savić,71,70,87,90,58,58,https://futhead.cursecdn.com/static/img/18/players/223848.png,https://futhead.cursecdn.com/static/img/18/clubs/46.png,https://futhead.cursecdn.com/static/img/18/nations/51.png
80,rabiot,78,80,78,82,81,83,https://futhead.cursecdn.com/static/img/18/players/210008.png,https://futhead.cursecdn.com/static/img/18/clubs/73.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
80,fernández,74,70,87,86,71,70,https://futhead.cursecdn.com/static/img/18/players/176915.png,https://futhead.cursecdn.com/static/img/18/clubs/240.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
80,santos,63,77,88,81,60,64,https://futhead.cursecdn.com/static/img/18/players/170370.png,https://futhead.cursecdn.com/static/img/18/clubs/697.png,https://futhead.cursecdn.com/static/img/18/nations/83.png
80,allan,78,80,78,82,81,83,https://futhead.cursecdn.com/static/img/18/players/199914.png,https://futhead.cursecdn.com/static/img/18/clubs/48.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
80,suárez,71,83,82,89,54,62,https://futhead.cursecdn.com/static/img/18/players/205192.png,https://futhead.cursecdn.com/static/img/18/clubs/241.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,junuzović,72,75,86,81,65,76,https://futhead.cursecdn.com/static/img/18/players/173474.png,https://futhead.cursecdn.com/static/img/18/clubs/191.png,https://futhead.cursecdn.com/static/img/18/nations/4.png
79,can,74,70,86,86,67,69,https://futhead.cursecdn.com/static/img/18/players/208333.png,https://futhead.cursecdn.com/static/img/18/clubs/45.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
79,noboa,78,72,83,84,76,74,https://futhead.cursecdn.com/static/img/18/players/187457.png,https://futhead.cursecdn.com/static/img/18/clubs/110227.png,https://futhead.cursecdn.com/static/img/18/nations/57.png
79,herrera,71,74,83,87,64,71,https://futhead.cursecdn.com/static/img/18/players/156519.png,https://futhead.cursecdn.com/static/img/18/clubs/236.png,https://futhead.cursecdn.com/static/img/18/nations/83.png
79,belözoğlu,54,77,87,78,65,72,https://futhead.cursecdn.com/static/img/18/players/80.png,https://futhead.cursecdn.com/static/img/18/clubs/101014.png,https://futhead.cursecdn.com/static/img/18/nations/48.png
79,noboa,70,75,86,81,63,75,https://futhead.cursecdn.com/static/img/18/players/187457.png,https://futhead.cursecdn.com/static/img/18/clubs/100769.png,https://futhead.cursecdn.com/static/img/18/nations/57.png
79,torres,41,72,79,75,78,77,https://futhead.cursecdn.com/static/img/18/players/208777.png,https://futhead.cursecdn.com/static/img/18/clubs/236.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,pirlo,73,72,81,83,78,77,https://futhead.cursecdn.com/static/img/18/players/7763.png,https://futhead.cursecdn.com/static/img/18/clubs/112828.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
79,kucka,64,74,80,76,80,84,https://futhead.cursecdn.com/static/img/18/players/190875.png,https://futhead.cursecdn.com/static/img/18/clubs/436.png,https://futhead.cursecdn.com/static/img/18/nations/43.png
79,prieto,67,74,82,78,78,82,https://futhead.cursecdn.com/static/img/18/players/146482.png,https://futhead.cursecdn.com/static/img/18/clubs/457.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,zurutuza,73,71,77,89,62,70,https://futhead.cursecdn.com/static/img/18/players/172290.png,https://futhead.cursecdn.com/static/img/18/clubs/457.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
79,can,85,75,81,80,78,76,https://futhead.cursecdn.com/static/img/18/players/208333.png,https://futhead.cursecdn.com/static/img/18/clubs/9.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
79,cabaye,71,75,83,85,58,64,https://futhead.cursecdn.com/static/img/18/players/167943.png,https://futhead.cursecdn.com/static/img/18/clubs/1799.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
79,dahoud,65,76,82,81,78,72,https://futhead.cursecdn.com/static/img/18/players/218339.png,https://futhead.cursecdn.com/static/img/18/clubs/22.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
79,benassi,79,78,82,83,63,70,https://futhead.cursecdn.com/static/img/18/players/211354.png,https://futhead.cursecdn.com/static/img/18/clubs/110374.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
79,arnold,76,77,75,80,78,77,https://futhead.cursecdn.com/static/img/18/players/206511.png,https://futhead.cursecdn.com/static/img/18/clubs/175.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
79,darida,73,72,79,81,77,75,https://futhead.cursecdn.com/static/img/18/players/201262.png,https://futhead.cursecdn.com/static/img/18/clubs/166.png,https://futhead.cursecdn.com/static/img/18/nations/12.png
79,gómez,80,76,83,86,53,68,https://futhead.cursecdn.com/static/img/18/players/199977.png,https://futhead.cursecdn.com/static/img/18/clubs/472.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,baselli,85,75,81,80,78,76,https://futhead.cursecdn.com/static/img/18/players/205407.png,https://futhead.cursecdn.com/static/img/18/clubs/54.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
79,drinkwater,71,75,78,81,75,84,https://futhead.cursecdn.com/static/img/18/players/186132.png,https://futhead.cursecdn.com/static/img/18/clubs/5.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
79,cyprien,73,70,80,83,70,71,https://futhead.cursecdn.com/static/img/18/players/212886.png,https://futhead.cursecdn.com/static/img/18/clubs/72.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
79,junuzović,65,76,82,81,78,72,https://futhead.cursecdn.com/static/img/18/players/173474.png,https://futhead.cursecdn.com/static/img/18/clubs/38.png,https://futhead.cursecdn.com/static/img/18/nations/4.png
79,pardo,78,77,82,83,67,73,https://futhead.cursecdn.com/static/img/18/players/204523.png,https://futhead.cursecdn.com/static/img/18/clubs/457.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
78,castro,73,71,77,89,62,70,https://futhead.cursecdn.com/static/img/18/players/205633.png,https://futhead.cursecdn.com/static/img/18/clubs/1842.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
78,andré,63,82,80,77,70,83,https://futhead.cursecdn.com/static/img/18/players/199626.png,https://futhead.cursecdn.com/static/img/18/clubs/1887.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
78,yueng,73,75,80,84,65,74,https://futhead.cursecdn.com/static/img/18/players/180283.png,https://futhead.cursecdn.com/static/img/18/clubs/13.png,https://futhead.cursecdn.com/static/img/18/nations/167.png
78,ginkel,65,76,85,85,61,63,https://futhead.cursecdn.com/static/img/18/players/199767.png,https://futhead.cursecdn.com/static/img/18/clubs/5.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
