Ovr,Name,Pac,Sho,Pas,Dri,Def,Phy,Pic,Club,Nation
81,kolarov,70,70,80,76,80,81,https://futhead.cursecdn.com/static/img/18/players/185103.png,https://futhead.cursecdn.com/static/img/18/clubs/52.png,https://futhead.cursecdn.com/static/img/18/nations/51.png
81,evra,74,51,71,76,82,73,https://futhead.cursecdn.com/static/img/18/players/52091.png,https://futhead.cursecdn.com/static/img/18/clubs/219.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
81,rodríguez,74,67,80,77,77,72,https://futhead.cursecdn.com/static/img/18/players/193352.png,https://futhead.cursecdn.com/static/img/18/clubs/47.png,https://futhead.cursecdn.com/static/img/18/nations/47.png
80,blind,60,56,79,76,80,76,https://futhead.cursecdn.com/static/img/18/players/190815.png,https://futhead.cursecdn.com/static/img/18/clubs/245.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
80,criscito,77,61,74,72,78,79,https://futhead.cursecdn.com/static/img/18/players/173208.png,https://futhead.cursecdn.com/static/img/18/clubs/110556.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
80,ghoulam,80,64,73,76,76,78,https://futhead.cursecdn.com/static/img/18/players/201454.png,https://futhead.cursecdn.com/static/img/18/clubs/48.png,https://futhead.cursecdn.com/static/img/18/nations/97.png
80,davies,76,55,74,76,79,76,https://futhead.cursecdn.com/static/img/18/players/205923.png,https://futhead.cursecdn.com/static/img/18/clubs/18.png,https://futhead.cursecdn.com/static/img/18/nations/50.png
80,criscito,77,61,74,72,78,79,https://futhead.cursecdn.com/static/img/18/players/173208.png,https://futhead.cursecdn.com/static/img/18/clubs/100769.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
80,telles,83,61,77,78,75,74,https://futhead.cursecdn.com/static/img/18/players/212462.png,https://futhead.cursecdn.com/static/img/18/clubs/236.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
80,denisov,83,51,67,71,79,79,https://futhead.cursecdn.com/static/img/18/players/167553.png,https://futhead.cursecdn.com/static/img/18/clubs/100765.png,https://futhead.cursecdn.com/static/img/18/nations/191.png
80,grimaldo,86,60,72,81,75,72,https://futhead.cursecdn.com/static/img/18/players/210035.png,https://futhead.cursecdn.com/static/img/18/clubs/234.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
80,darmian,77,58,68,76,80,73,https://futhead.cursecdn.com/static/img/18/players/184392.png,https://futhead.cursecdn.com/static/img/18/clubs/11.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
80,monreal,73,53,72,75,80,72,https://futhead.cursecdn.com/static/img/18/players/177604.png,https://futhead.cursecdn.com/static/img/18/clubs/1.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
80,bertrand,79,53,71,77,79,75,https://futhead.cursecdn.com/static/img/18/players/169705.png,https://futhead.cursecdn.com/static/img/18/clubs/17.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
80,milner,67,74,82,77,76,78,https://futhead.cursecdn.com/static/img/18/players/138412.png,https://futhead.cursecdn.com/static/img/18/clubs/9.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
80,blind,60,56,79,76,80,76,https://futhead.cursecdn.com/static/img/18/players/190815.png,https://futhead.cursecdn.com/static/img/18/clubs/11.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
80,kolašinac,78,53,61,64,78,89,https://futhead.cursecdn.com/static/img/18/players/207993.png,https://futhead.cursecdn.com/static/img/18/clubs/1.png,https://futhead.cursecdn.com/static/img/18/nations/8.png
80,kurzawa,77,69,77,78,77,75,https://futhead.cursecdn.com/static/img/18/players/201510.png,https://futhead.cursecdn.com/static/img/18/clubs/73.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
80,schmelzer,80,51,69,67,79,79,https://futhead.cursecdn.com/static/img/18/players/188802.png,https://futhead.cursecdn.com/static/img/18/clubs/22.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
79,antunes,80,69,74,75,76,74,https://futhead.cursecdn.com/static/img/18/players/178424.png,https://futhead.cursecdn.com/static/img/18/clubs/1860.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
79,tagliafico,88,55,66,76,78,72,https://futhead.cursecdn.com/static/img/18/players/211256.png,https://futhead.cursecdn.com/static/img/18/clubs/110093.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
79,kolarov,66,69,78,75,78,78,https://futhead.cursecdn.com/static/img/18/players/185103.png,https://futhead.cursecdn.com/static/img/18/clubs/52.png,https://futhead.cursecdn.com/static/img/18/nations/51.png
79,digne,80,61,75,75,75,75,https://futhead.cursecdn.com/static/img/18/players/200458.png,https://futhead.cursecdn.com/static/img/18/clubs/241.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
79,escudero,75,56,73,71,76,73,https://futhead.cursecdn.com/static/img/18/players/192679.png,https://futhead.cursecdn.com/static/img/18/clubs/481.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,ansaldi,80,59,75,79,76,76,https://futhead.cursecdn.com/static/img/18/players/173306.png,https://futhead.cursecdn.com/static/img/18/clubs/54.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
79,gayà,86,58,75,77,75,68,https://futhead.cursecdn.com/static/img/18/players/211688.png,https://futhead.cursecdn.com/static/img/18/clubs/461.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,radu,72,64,65,68,84,74,https://futhead.cursecdn.com/static/img/18/players/165109.png,https://futhead.cursecdn.com/static/img/18/clubs/46.png,https://futhead.cursecdn.com/static/img/18/nations/39.png
79,balenziaga,75,49,71,71,78,77,https://futhead.cursecdn.com/static/img/18/players/190223.png,https://futhead.cursecdn.com/static/img/18/clubs/448.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,shaw,82,51,71,77,76,76,https://futhead.cursecdn.com/static/img/18/players/205988.png,https://futhead.cursecdn.com/static/img/18/clubs/11.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
79,costa,83,59,71,74,76,72,https://futhead.cursecdn.com/static/img/18/players/193171.png,https://futhead.cursecdn.com/static/img/18/clubs/483.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,bernat,78,60,74,83,76,66,https://futhead.cursecdn.com/static/img/18/players/205069.png,https://futhead.cursecdn.com/static/img/18/clubs/21.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
79,ghoulam,80,64,71,73,76,78,https://futhead.cursecdn.com/static/img/18/players/201454.png,https://futhead.cursecdn.com/static/img/18/clubs/48.png,https://futhead.cursecdn.com/static/img/18/nations/97.png
78,layún,78,72,75,76,74,71,https://futhead.cursecdn.com/static/img/18/players/178322.png,https://futhead.cursecdn.com/static/img/18/clubs/483.png,https://futhead.cursecdn.com/static/img/18/nations/83.png
78,asamoah,77,68,77,82,75,74,https://futhead.cursecdn.com/static/img/18/players/186832.png,https://futhead.cursecdn.com/static/img/18/clubs/44.png,https://futhead.cursecdn.com/static/img/18/nations/117.png
78,halstenberg,71,64,70,70,76,78,https://futhead.cursecdn.com/static/img/18/players/210665.png,https://futhead.cursecdn.com/static/img/18/clubs/112172.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
78,layún,78,72,75,76,74,71,https://futhead.cursecdn.com/static/img/18/players/178322.png,https://futhead.cursecdn.com/static/img/18/clubs/481.png,https://futhead.cursecdn.com/static/img/18/nations/83.png
78,eliseu,76,72,70,74,76,80,https://futhead.cursecdn.com/static/img/18/players/2492.png,https://futhead.cursecdn.com/static/img/18/clubs/234.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
78,ismaily,93,70,77,83,82,74,https://futhead.cursecdn.com/static/img/18/players/201119.png,https://futhead.cursecdn.com/static/img/18/clubs/101059.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
78,layún,78,69,80,85,82,79,https://futhead.cursecdn.com/static/img/18/players/178322.png,https://futhead.cursecdn.com/static/img/18/clubs/236.png,https://futhead.cursecdn.com/static/img/18/nations/83.png
78,adriano,81,62,78,78,83,80,https://futhead.cursecdn.com/static/img/18/players/164082.png,https://futhead.cursecdn.com/static/img/18/clubs/327.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
78,mendy,86,73,81,80,82,74,https://futhead.cursecdn.com/static/img/18/players/204884.png,https://futhead.cursecdn.com/static/img/18/clubs/10.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
78,holebas,86,65,77,81,81,84,https://futhead.cursecdn.com/static/img/18/players/182744.png,https://futhead.cursecdn.com/static/img/18/clubs/1795.png,https://futhead.cursecdn.com/static/img/18/nations/22.png
78,gibbs,79,62,77,78,82,79,https://futhead.cursecdn.com/static/img/18/players/186115.png,https://futhead.cursecdn.com/static/img/18/clubs/109.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
78,plattenhardt,93,69,75,82,81,72,https://futhead.cursecdn.com/static/img/18/players/192557.png,https://futhead.cursecdn.com/static/img/18/clubs/166.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
78,asamoah,85,65,79,80,77,76,https://futhead.cursecdn.com/static/img/18/players/186832.png,https://futhead.cursecdn.com/static/img/18/clubs/45.png,https://futhead.cursecdn.com/static/img/18/nations/117.png
78,wendt,81,63,73,77,81,78,https://futhead.cursecdn.com/static/img/18/players/144429.png,https://futhead.cursecdn.com/static/img/18/clubs/23.png,https://futhead.cursecdn.com/static/img/18/nations/46.png
78,davies,70,71,80,79,80,71,https://futhead.cursecdn.com/static/img/18/players/205923.png,https://futhead.cursecdn.com/static/img/18/clubs/18.png,https://futhead.cursecdn.com/static/img/18/nations/50.png
77,durm,74,51,71,76,82,73,https://futhead.cursecdn.com/static/img/18/players/207920.png,https://futhead.cursecdn.com/static/img/18/clubs/1939.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
77,luisinho,70,70,80,76,80,81,https://futhead.cursecdn.com/static/img/18/players/180359.png,https://futhead.cursecdn.com/static/img/18/clubs/110839.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
77,yuri,74,51,71,76,82,73,https://futhead.cursecdn.com/static/img/18/players/183512.png,https://futhead.cursecdn.com/static/img/18/clubs/448.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
77,coentrão,74,67,80,77,77,72,https://futhead.cursecdn.com/static/img/18/players/171688.png,https://futhead.cursecdn.com/static/img/18/clubs/243.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
77,max,60,56,79,76,80,76,https://futhead.cursecdn.com/static/img/18/players/212187.png,https://futhead.cursecdn.com/static/img/18/clubs/100409.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
77,amavi,77,61,74,72,78,79,https://futhead.cursecdn.com/static/img/18/players/219681.png,https://futhead.cursecdn.com/static/img/18/clubs/219.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
77,young,80,64,73,76,76,78,https://futhead.cursecdn.com/static/img/18/players/152908.png,https://futhead.cursecdn.com/static/img/18/clubs/11.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
77,baba,76,55,74,76,79,76,https://futhead.cursecdn.com/static/img/18/players/209620.png,https://futhead.cursecdn.com/static/img/18/clubs/34.png,https://futhead.cursecdn.com/static/img/18/nations/117.png
77,kongolo,77,61,74,72,78,79,https://futhead.cursecdn.com/static/img/18/players/203485.png,https://futhead.cursecdn.com/static/img/18/clubs/1939.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
77,kongolo,83,61,77,78,75,74,https://futhead.cursecdn.com/static/img/18/players/203485.png,https://futhead.cursecdn.com/static/img/18/clubs/69.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
77,willems,83,51,67,71,79,79,https://futhead.cursecdn.com/static/img/18/players/205995.png,https://futhead.cursecdn.com/static/img/18/clubs/1824.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
77,yuri,86,60,72,81,75,72,https://futhead.cursecdn.com/static/img/18/players/183512.png,https://futhead.cursecdn.com/static/img/18/clubs/73.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
77,clichy,77,58,68,76,80,73,https://futhead.cursecdn.com/static/img/18/players/152554.png,https://futhead.cursecdn.com/static/img/18/clubs/101014.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
77,coentrão,73,53,72,75,80,72,https://futhead.cursecdn.com/static/img/18/players/171688.png,https://futhead.cursecdn.com/static/img/18/clubs/237.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
77,luisinho,79,53,71,77,79,75,https://futhead.cursecdn.com/static/img/18/players/180359.png,https://futhead.cursecdn.com/static/img/18/clubs/242.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
77,dalbert,67,74,82,77,76,78,https://futhead.cursecdn.com/static/img/18/players/229148.png,https://futhead.cursecdn.com/static/img/18/clubs/44.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
77,rui,60,56,79,76,80,76,https://futhead.cursecdn.com/static/img/18/players/204614.png,https://futhead.cursecdn.com/static/img/18/clubs/48.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
77,oczipka,78,53,61,64,78,89,https://futhead.cursecdn.com/static/img/18/players/189390.png,https://futhead.cursecdn.com/static/img/18/clubs/34.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
77,lukaku,77,69,77,78,77,75,https://futhead.cursecdn.com/static/img/18/players/207537.png,https://futhead.cursecdn.com/static/img/18/clubs/46.png,https://futhead.cursecdn.com/static/img/18/nations/7.png
77,nyom,80,51,69,67,79,79,https://futhead.cursecdn.com/static/img/18/players/192667.png,https://futhead.cursecdn.com/static/img/18/clubs/109.png,https://futhead.cursecdn.com/static/img/18/nations/103.png
77,jonny,80,69,74,75,76,74,https://futhead.cursecdn.com/static/img/18/players/210455.png,https://futhead.cursecdn.com/static/img/18/clubs/450.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
77,wendell,88,55,66,76,78,72,https://futhead.cursecdn.com/static/img/18/players/216466.png,https://futhead.cursecdn.com/static/img/18/clubs/32.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
77,marçal,66,69,78,75,78,78,https://futhead.cursecdn.com/static/img/18/players/207707.png,https://futhead.cursecdn.com/static/img/18/clubs/66.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
77,durm,80,61,75,75,75,75,https://futhead.cursecdn.com/static/img/18/players/207920.png,https://futhead.cursecdn.com/static/img/18/clubs/22.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
77,baba,75,56,73,71,76,73,https://futhead.cursecdn.com/static/img/18/players/209620.png,https://futhead.cursecdn.com/static/img/18/clubs/5.png,https://futhead.cursecdn.com/static/img/18/nations/117.png
76,konan,80,59,75,79,76,76,https://futhead.cursecdn.com/static/img/18/players/235634.png,https://futhead.cursecdn.com/static/img/18/clubs/379.png,https://futhead.cursecdn.com/static/img/18/nations/108.png
76,santon,86,58,75,77,75,68,https://futhead.cursecdn.com/static/img/18/players/189484.png,https://futhead.cursecdn.com/static/img/18/clubs/52.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
76,robertson,72,64,65,68,84,74,https://futhead.cursecdn.com/static/img/18/players/216267.png,https://futhead.cursecdn.com/static/img/18/clubs/9.png,https://futhead.cursecdn.com/static/img/18/nations/42.png
76,mas,75,49,71,71,78,77,https://futhead.cursecdn.com/static/img/18/players/214955.png,https://futhead.cursecdn.com/static/img/18/clubs/1877.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
76,martín,82,51,71,77,76,76,https://futhead.cursecdn.com/static/img/18/players/236295.png,https://futhead.cursecdn.com/static/img/18/clubs/452.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
76,konan,83,59,71,74,76,72,https://futhead.cursecdn.com/static/img/18/players/235634.png,https://futhead.cursecdn.com/static/img/18/clubs/1887.png,https://futhead.cursecdn.com/static/img/18/nations/108.png
76,mas,78,60,74,83,76,66,https://futhead.cursecdn.com/static/img/18/players/214955.png,https://futhead.cursecdn.com/static/img/18/clubs/436.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
76,insúa,80,64,71,73,76,78,https://futhead.cursecdn.com/static/img/18/players/179696.png,https://futhead.cursecdn.com/static/img/18/clubs/36.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
76,erkin,78,72,75,76,74,71,https://futhead.cursecdn.com/static/img/18/players/171875.png,https://futhead.cursecdn.com/static/img/18/clubs/327.png,https://futhead.cursecdn.com/static/img/18/nations/48.png
76,zhirkov,77,68,77,82,75,74,https://futhead.cursecdn.com/static/img/18/players/154950.png,https://futhead.cursecdn.com/static/img/18/clubs/100769.png,https://futhead.cursecdn.com/static/img/18/nations/40.png
76,kaldırım,71,64,70,70,76,78,https://futhead.cursecdn.com/static/img/18/players/125871.png,https://futhead.cursecdn.com/static/img/18/clubs/326.png,https://futhead.cursecdn.com/static/img/18/nations/48.png
76,fabra,78,72,75,76,74,71,https://futhead.cursecdn.com/static/img/18/players/214040.png,https://futhead.cursecdn.com/static/img/18/clubs/1877.png,https://futhead.cursecdn.com/static/img/18/nations/56.png
76,brosinski,76,72,70,74,76,80,https://futhead.cursecdn.com/static/img/18/players/189043.png,https://futhead.cursecdn.com/static/img/18/clubs/169.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
76,roussillon,93,70,77,83,82,74,https://futhead.cursecdn.com/static/img/18/players/202562.png,https://futhead.cursecdn.com/static/img/18/clubs/70.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
76,moreno,78,69,80,85,82,79,https://futhead.cursecdn.com/static/img/18/players/205566.png,https://futhead.cursecdn.com/static/img/18/clubs/9.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
76,antonelli,81,62,78,78,83,80,https://futhead.cursecdn.com/static/img/18/players/173204.png,https://futhead.cursecdn.com/static/img/18/clubs/47.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
76,fuchs,86,73,81,80,82,74,https://futhead.cursecdn.com/static/img/18/players/139313.png,https://futhead.cursecdn.com/static/img/18/clubs/95.png,https://futhead.cursecdn.com/static/img/18/nations/4.png
76,rico,86,65,77,81,81,84,https://futhead.cursecdn.com/static/img/18/players/220414.png,https://futhead.cursecdn.com/static/img/18/clubs/100888.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
76,santon,79,62,77,78,82,79,https://futhead.cursecdn.com/static/img/18/players/189484.png,https://futhead.cursecdn.com/static/img/18/clubs/44.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
76,cresswell,93,69,75,82,81,72,https://futhead.cursecdn.com/static/img/18/players/189615.png,https://futhead.cursecdn.com/static/img/18/clubs/19.png,https://futhead.cursecdn.com/static/img/18/nations/14.png
76,baal,85,65,79,80,77,76,https://futhead.cursecdn.com/static/img/18/players/177481.png,https://futhead.cursecdn.com/static/img/18/clubs/74.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
76,sciglio,81,63,73,77,81,78,https://futhead.cursecdn.com/static/img/18/players/206058.png,https://futhead.cursecdn.com/static/img/18/clubs/45.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
75,soares,70,71,80,79,80,71,https://futhead.cursecdn.com/static/img/18/players/218936.png,https://futhead.cursecdn.com/static/img/18/clubs/1887.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
75,barreca,74,51,71,76,82,73,https://futhead.cursecdn.com/static/img/18/players/220493.png,https://futhead.cursecdn.com/static/img/18/clubs/69.png,https://futhead.cursecdn.com/static/img/18/nations/27.png
75,bauer,70,70,80,76,80,81,https://futhead.cursecdn.com/static/img/18/players/223765.png,https://futhead.cursecdn.com/static/img/18/clubs/171.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
75,jefferson,74,51,71,76,82,73,https://futhead.cursecdn.com/static/img/18/players/188086.png,https://futhead.cursecdn.com/static/img/18/clubs/237.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
75,strinić,74,67,80,77,77,72,https://futhead.cursecdn.com/static/img/18/players/201139.png,https://futhead.cursecdn.com/static/img/18/clubs/47.png,https://futhead.cursecdn.com/static/img/18/nations/10.png
75,beausejour,60,56,79,76,80,76,https://futhead.cursecdn.com/static/img/18/players/158851.png,https://futhead.cursecdn.com/static/img/18/clubs/15029.png,https://futhead.cursecdn.com/static/img/18/nations/55.png
75,tierney,77,61,74,72,78,79,https://futhead.cursecdn.com/static/img/18/players/226491.png,https://futhead.cursecdn.com/static/img/18/clubs/78.png,https://futhead.cursecdn.com/static/img/18/nations/42.png
75,lato,80,64,73,76,76,78,https://futhead.cursecdn.com/static/img/18/players/232008.png,https://futhead.cursecdn.com/static/img/18/clubs/461.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
75,toño,76,55,74,76,79,76,https://futhead.cursecdn.com/static/img/18/players/204757.png,https://futhead.cursecdn.com/static/img/18/clubs/1853.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
75,ángel,77,61,74,72,78,79,https://futhead.cursecdn.com/static/img/18/players/190143.png,https://futhead.cursecdn.com/static/img/18/clubs/467.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
75,ostrzolek,83,61,77,78,75,74,https://futhead.cursecdn.com/static/img/18/players/202115.png,https://futhead.cursecdn.com/static/img/18/clubs/485.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
75,schulz,83,51,67,71,79,79,https://futhead.cursecdn.com/static/img/18/players/200536.png,https://futhead.cursecdn.com/static/img/18/clubs/10029.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
75,soares,86,60,72,81,75,72,https://futhead.cursecdn.com/static/img/18/players/218936.png,https://futhead.cursecdn.com/static/img/18/clubs/10031.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
75,silva,77,58,68,76,80,73,https://futhead.cursecdn.com/static/img/18/players/215322.png,https://futhead.cursecdn.com/static/img/18/clubs/52.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
75,stafylidis,73,53,72,75,80,72,https://futhead.cursecdn.com/static/img/18/players/202151.png,https://futhead.cursecdn.com/static/img/18/clubs/1806.png,https://futhead.cursecdn.com/static/img/18/nations/22.png
75,bussmann,79,53,71,77,79,75,https://futhead.cursecdn.com/static/img/18/players/201025.png,https://futhead.cursecdn.com/static/img/18/clubs/25.png,https://futhead.cursecdn.com/static/img/18/nations/18.png
75,cadamuro,67,74,82,77,76,78,https://futhead.cursecdn.com/static/img/18/players/200538.png,https://futhead.cursecdn.com/static/img/18/clubs/224.png,https://futhead.cursecdn.com/static/img/18/nations/97.png
75,soares,60,56,79,76,80,76,https://futhead.cursecdn.com/static/img/18/players/218936.png,https://futhead.cursecdn.com/static/img/18/clubs/144.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
75,djavan,78,53,61,64,78,89,https://futhead.cursecdn.com/static/img/18/players/217844.png,https://futhead.cursecdn.com/static/img/18/clubs/518.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
75,silva,77,69,77,78,77,75,https://futhead.cursecdn.com/static/img/18/players/215322.png,https://futhead.cursecdn.com/static/img/18/clubs/237.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
75,casco,80,51,69,67,79,79,https://futhead.cursecdn.com/static/img/18/players/215071.png,https://futhead.cursecdn.com/static/img/18/clubs/1876.png,https://futhead.cursecdn.com/static/img/18/nations/52.png
75,pinto,80,69,74,75,76,74,https://futhead.cursecdn.com/static/img/18/players/179884.png,https://futhead.cursecdn.com/static/img/18/clubs/665.png,https://futhead.cursecdn.com/static/img/18/nations/38.png
75,bella,88,55,66,76,78,72,https://futhead.cursecdn.com/static/img/18/players/172013.png,https://futhead.cursecdn.com/static/img/18/clubs/457.png,https://futhead.cursecdn.com/static/img/18/nations/45.png
75,beausejour,66,69,78,75,78,78,https://futhead.cursecdn.com/static/img/18/players/158851.png,https://futhead.cursecdn.com/static/img/18/clubs/15029.png,https://futhead.cursecdn.com/static/img/18/nations/55.png
75,sinkgraven,80,61,75,75,75,75,https://futhead.cursecdn.com/static/img/18/players/216380.png,https://futhead.cursecdn.com/static/img/18/clubs/245.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
75,haps,75,56,73,71,76,73,https://futhead.cursecdn.com/static/img/18/players/210384.png,https://futhead.cursecdn.com/static/img/18/clubs/246.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
75,jefferson,80,59,75,79,76,76,https://futhead.cursecdn.com/static/img/18/players/188086.png,https://futhead.cursecdn.com/static/img/18/clubs/1896.png,https://futhead.cursecdn.com/static/img/18/nations/54.png
75,zeegelaar,86,58,75,77,75,68,https://futhead.cursecdn.com/static/img/18/players/193062.png,https://futhead.cursecdn.com/static/img/18/clubs/1795.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
75,stafylidis,72,64,65,68,84,74,https://futhead.cursecdn.com/static/img/18/players/202151.png,https://futhead.cursecdn.com/static/img/18/clubs/100409.png,https://futhead.cursecdn.com/static/img/18/nations/22.png
75,armero,75,49,71,71,78,77,https://futhead.cursecdn.com/static/img/18/players/176605.png,https://futhead.cursecdn.com/static/img/18/clubs/101099.png,https://futhead.cursecdn.com/static/img/18/nations/56.png
75,gerhardt,82,51,71,77,76,76,https://futhead.cursecdn.com/static/img/18/players/212245.png,https://futhead.cursecdn.com/static/img/18/clubs/175.png,https://futhead.cursecdn.com/static/img/18/nations/21.png
75,pieters,83,59,71,74,76,72,https://futhead.cursecdn.com/static/img/18/players/178567.png,https://futhead.cursecdn.com/static/img/18/clubs/1806.png,https://futhead.cursecdn.com/static/img/18/nations/34.png
75,ward,78,60,74,83,76,66,https://futhead.cursecdn.com/static/img/18/players/165321.png,https://futhead.cursecdn.com/static/img/18/clubs/1796.png,https://futhead.cursecdn.com/static/img/18/nations/25.png
